fdc_id,name,category,food_group,source,calories,protein,carbs,fat,fiber,sugar,sodium,calcium,iron,meal_type
INT212,بسكويت شاي,حلويات,حلويات,قياسي,440,7.0,72.0,14.0,2.1,20.0,380,35,1.8,سناك
INT213,كوكيز بالشوكولاتة,حلويات,حلويات,قياسي,488,4.5,62.0,25.0,2.4,33.0,320,30,2.5,حلوى، سناك
INT214,كنافة بالجبنة,حلويات,حلويات,وصفة تقديرية,360,8.5,45.0,17.0,1.1,30.0,220,180,0.8,حلوى
INT215,قطايف بالقشطة,حلويات,حلويات,وصفة تقديرية,290,5.5,42.0,11.5,1.3,28.0,140,85,0.9,حلوى
INT216,أرز بالحليب (رز بلبن),حلويات,ألبان,قياسي,111,3.2,18.5,2.8,0.1,12.0,48,110,0.2,حلوى، عشاء
INT217,كاسترد,حلويات,حلويات,قياسي,110,3.0,16.0,4.0,0.0,14.0,55,115,0.1,حلوى
INT218,جيلي (هلام),حلويات,حلويات,قياسي,62,1.2,14.0,0.0,0.0,13.5,35,2,0.0,حلوى، سناك
INT219,بوظة (آيس كريم) فانيليا,حلويات,ألبان,قياسي,207,3.5,24.0,11.0,0.7,21.0,80,128,0.1,حلوى
INT220,شوكولاتة داكنة (70%),حلويات,حلويات,قياسي,598,7.8,45.0,42.0,8.0,24.0,20,73,11.9,سناك
INT221,شوكولاتة بالحليب,حلويات,حلويات,قياسي,535,7.7,59.0,29.7,3.4,51.0,79,189,2.4,سناك
INT222,عسل نحل طبيعي,سكريات,حلويات,قياسي,304,0.3,82.4,0.0,0.2,82.1,4,6,0.4,فطور، سناك
INT223,مربى فراولة,سكريات,حلويات,قياسي,278,0.6,69.0,0.0,1.1,66.0,12,20,0.9,فطور، سناك
INT224,دبس تمر (رُب),سكريات,حلويات,وصفة تقديرية,290,1.5,72.0,0.1,2.5,68.0,25,50,1.8,فطور
INT225,حلاوة طحينية,حلويات,دهون,قياسي,516,12.0,53.0,30.0,5.0,45.0,195,350,4.5,فطور، سناك
INT226,سكر أبيض,سكريات,حلويات,قياسي,387,0.0,100.0,0.0,0.0,100.0,1,1,0.1,فطور، غداء، عشاء
INT227,سكر أسمر,سكريات,حلويات,قياسي,380,0.0,98.0,0.0,0.0,97.0,28,83,0.7,فطور، غداء، عشاء
INT228,دقيق قمح أبيض,حبوب,نشويات,قياسي,364,10.3,76.3,1.0,2.7,0.3,2,15,1.2,فطور، غداء، عشاء
INT229,دقيق قمح كامل,حبوب,نشويات,قياسي,339,13.2,72.0,2.5,10.7,0.4,5,34,3.9,فطور، غداء، عشاء
INT230,دقيق شعير,حبوب,نشويات,قياسي,345,10.5,74.5,1.6,10.1,0.8,12,33,3.6,فطور، غداء، عشاء
INT231,سميد (سيمولينا),حبوب,نشويات,قياسي,360,12.7,72.8,1.1,3.9,0.0,1,17,1.2,فطور، غداء، عشاء
INT232,نشاء ذرة,مكونات,نشويات,قياسي,381,0.3,91.3,0.1,0.9,0.0,9,2,0.5,غداء، عشاء
INT233,زيت نباتي (ذرة/دوار شمس),زيوت,دهون,قياسي,884,0.0,0.0,100.0,0.0,0.0,0,0,0.0,غداء، عشاء
INT234,سمن حيواني,زيوت,دهون,قياسي,900,0.0,0.0,100.0,0.0,0.0,2,0,0.0,فطور، غداء
INT235,مارجرين (زبدة نباتية),زيوت,دهون,قياسي,717,0.2,0.1,81.0,0.0,0.0,700,20,0.0,فطور، عشاء
INT236,مايونيز,صلصات,دهون,قياسي,680,1.0,0.6,75.0,0.0,0.6,635,20,0.2,غداء، عشاء
INT237,كاتشب طماطم,صلصات,حلويات,قياسي,101,1.0,26.0,0.1,0.3,23.0,907,15,0.4,غداء، عشاء
INT238,خردل (مستردة),صلصات,دهون,قياسي,66,4.4,5.0,4.0,3.3,1.0,1135,58,1.5,غداء، عشاء
INT240,صلصة صويا,صلصات,بروتين,قياسي,53,8.0,4.9,0.6,0.8,0.4,5493,20,1.5,غداء
INT241,قهوة سريعة التحضير,مشروبات,حلويات,قياسي,2,0.1,0.3,0.0,0.0,0.0,2,4,0.1,فطور، سناك
INT242,نسكافيه بالحليب,مشروبات,ألبان,وصفة تقديرية,65,3.2,5.5,3.5,0.0,5.0,45,110,0.1,فطور، سناك
INT243,شاي أخضر (بدون سكر),مشروبات,خضار,قياسي,1,0.0,0.2,0.0,0.0,0.0,1,0,0.0,فطور، سناك، عشاء
INT244,كاكاو بالحليب,مشروبات,ألبان,وصفة تقديرية,110,4.5,18.0,3.8,1.2,15.0,60,140,0.8,سناك، فطور
INT245,عصير برتقال طبيعي,مشروبات,فواكه,قياسي,45,0.7,10.4,0.2,0.2,8.4,1,11,0.2,فطور، سناك
INT246,عصير تفاح,مشروبات,فواكه,قياسي,46,0.1,11.3,0.1,0.2,9.6,4,8,0.1,سناك
INT247,عصير ليمون بالنعناع,مشروبات,فواكه,وصفة تقديرية,40,0.4,10.5,0.1,0.5,9.5,5,12,0.2,سناك
INT248,مشروب غازي (كولا),مشروبات,حلويات,قياسي,38,0.0,9.8,0.0,0.0,9.5,4,2,0.0,غداء، سناك
INT249,مشروب غازي دايت,مشروبات,حلويات,قياسي,0,0.0,0.1,0.0,0.0,0.0,15,2,0.0,غداء، سناك
INT250,مشروب طاقة,مشروبات,حلويات,قياسي,45,0.3,11.0,0.0,0.0,10.5,40,15,0.1,سناك
INT251,لبن عيران (شنينة),مشروبات,ألبان,قياسي,40,3.0,4.0,1.5,0.0,4.0,150,110,0.1,غداء، فطور، عشاء
INT252,عصير مانجو,مشروبات,فواكه,قياسي,60,0.5,15.0,0.2,0.5,13.5,2,10,0.2,سناك
INT253,عصير كوكتيل فواكه,مشروبات,فواكه,قياسي,55,0.4,13.5,0.2,0.6,12.0,5,15,0.3,سناك
INT254,مشروب شعير (خالي من الكحول),مشروبات,نشويات,قياسي,42,0.3,10.0,0.0,0.2,6.5,5,10,0.1,سناك
INT255,شراب كركديه,مشروبات,خضار,وصفة تقديرية,35,0.1,9.0,0.0,0.2,8.5,2,12,0.5,سناك
INT256,فشار (بوشار) بالزيت,سناكس,نشويات,قياسي,450,9.0,55.0,25.0,10.0,0.5,600,10,2.5,سناك
INT257,فشار (بوشار) بدون زيت,سناكس,نشويات,قياسي,387,12.0,77.0,5.0,14.5,0.8,5,12,3.2,سناك
INT258,بطاطس شيبس (أكياس),سناكس,نشويات,قياسي,536,7.0,53.0,35.0,4.8,0.5,550,25,1.6,سناك
INT259,مقرمشات ذرة (بفك),سناكس,نشويات,قياسي,520,6.0,58.0,30.0,2.5,4.0,850,15,1.2,سناك
INT260,أندومي (نودلز فورية),معجنات,نشويات,قياسي,450,9.0,60.0,18.0,2.5,1.5,1200,20,3.5,عشاء، سناك
INT261,بيتزا مارغريتا,معجنات,نشويات,قياسي,250,10.0,30.0,10.0,2.2,2.5,550,180,1.5,غداء، عشاء
INT262,هامبرغر دجاج,لحوم سريعة,بروتين,قياسي,260,14.0,20.0,13.0,1.2,3.5,580,45,1.8,غداء، عشاء
INT263,هامبرغر بقري,لحوم سريعة,بروتين,قياسي,280,16.0,22.0,15.0,1.5,4.0,620,50,2.5,غداء، عشاء
INT264,بطاطس مهروسة سادة,خضروات,نشويات,قياسي,85,2.0,18.0,0.2,2.1,1.0,5,12,0.4,غداء، عشاء
INT265,طحينة سائلة,زيوت,دهون,قياسي,595,17.0,21.0,53.0,9.0,0.5,115,420,9.0,فطور، سناك
INT266,ملح طعام,مكونات,خضار,قياسي,0,0.0,0.0,0.0,0.0,0.0,38758,24,0.3,غداء، فطور، عشاء
INT267,بهارات مشكلة (بزار),مكونات,خضار,قياسي,300,10.0,50.0,10.0,20.0,1.5,50,450,15.0,غداء
INT268,كمون مطحون,مكونات,خضار,قياسي,375,17.8,44.2,22.3,10.5,2.2,168,931,66.4,غداء
INT269,فلفل أسود,مكونات,خضار,قياسي,251,10.4,64.0,3.3,25.3,0.6,20,443,28.9,غداء
INT270,قرفة مطحونة,مكونات,خضار,قياسي,247,4.0,80.0,1.2,53.0,2.2,10,1002,8.3,حلوى، فطور
INT271,زعتر مطحون (خلطة),مكونات,خضار,وصفة تقديرية,280,8.0,35.0,12.0,10.0,1.2,350,600,25.0,فطور
INT272,ماء شرب,مشروبات,خضار,قياسي,0,0.0,0.0,0.0,0.0,0.0,1,5,0.0,فطور، غداء، عشاء، سناك
INT273,ماء فوار,مشروبات,خضار,قياسي,0,0.0,0.0,0.0,0.0,0.0,10,10,0.0,سناك، غداء
INT274,قهوة تركية,مشروبات,حلويات,قياسي,2,0.1,0.4,0.0,0.0,0.0,2,4,0.1,فطور، سناك
INT275,كابتشينو (بدون سكر),مشروبات,ألبان,قياسي,55,3.0,4.5,3.0,0.0,4.5,40,110,0.1,فطور، سناك
LBY061,زميتة (بدون سكر),فطور,نشويات,وصفة تقديرية,340,13.5,52.0,8.5,12.0,0.5,10,55,4.5,فطور
LBY062,دشيشة شعير بالخضار,شوربات,خضار,وصفة تقديرية,65,3.2,11.5,1.5,4.0,1.2,180,30,1.8,عشاء، غداء
LBY063,خبزة شعير كامل,مخبوزات,نشويات,وصفة تقديرية,220,9.0,42.0,2.5,9.5,0.4,320,50,3.2,فطور، غداء، عشاء
LBY064,كسكسي القمح الكامل,أطباق حبوب,نشويات,وصفة تقديرية,145,5.8,28.0,0.8,5.5,0.5,5,15,1.2,غداء
LBY065,سلطة خضراء ليبية,سلطات,خضار,وصفة تقديرية,35,1.5,4.5,1.5,2.2,2.1,45,18,0.7,غداء، عشاء
LBY066,كمية (حمص مسلوق ومتبل),سناكس,بروتين,وصفة تقديرية,160,9.0,24.0,2.8,7.5,1.2,350,45,2.5,سناك
LBY067,شوربة عدس (بدون دهون),شوربات,خضار,وصفة تقديرية,75,5.8,12.0,0.5,4.8,0.8,210,25,2.3,عشاء، غداء
LBY068,صدور دجاج مشوية متبلة,دواجن,بروتين,وصفة تقديرية,155,30.5,0.5,3.2,0.0,0.0,280,15,1.1,غداء، عشاء
LBY069,حوت (سمك) مشوي بالتنور,أسماك,بروتين,وصفة تقديرية,110,23.5,0.0,1.8,0.0,0.0,95,35,0.8,غداء
LBY070,طاجين خضار (بدون لحم),خضروات,خضار,وصفة تقديرية,85,2.5,14.0,2.5,3.8,3.5,180,45,1.2,غداء، عشاء
INT276,بذور الشيا,بذور,دهون,قياسي,486,16.5,42.1,30.7,34.4,0.0,16,631,7.7,فطور، سناك
INT277,بذور الكتان,بذور,دهون,قياسي,534,18.3,28.9,42.2,27.3,1.5,30,255,5.7,فطور، سناك
INT278,فريك مطبوخ,حبوب,نشويات,قياسي,120,5.0,22.0,0.5,6.0,0.2,5,15,1.5,غداء
INT279,كينوا حمراء مطهوة,حبوب,نشويات,قياسي,120,4.4,21.3,1.9,2.8,0.9,7,17,1.5,غداء، عشاء، فطور
INT280,زبادي يوناني سادة,ألبان,ألبان,قياسي,59,10.0,3.6,0.4,0.0,3.2,36,110,0.0,فطور، عشاء، سناك
INT281,زبادي يوناني (خالي الدسم),ألبان,ألبان,قياسي,54,10.2,3.9,0.0,0.0,3.9,38,115,0.0,فطور، عشاء، سناك
INT282,جبنة قريش,ألبان,ألبان,قياسي,98,11.1,3.4,4.3,0.0,2.7,364,83,0.1,فطور، عشاء
INT283,توفو (مكعبات مطهوة),نباتي,بروتين,قياسي,85,8.0,2.0,5.0,1.0,0.0,10,350,1.5,غداء، عشاء
INT284,حليب لوز (بدون سكر),مشروبات,ألبان,قياسي,15,0.6,0.6,1.1,0.3,0.0,70,180,0.2,فطور، سناك
INT285,حليب صويا (بدون سكر),مشروبات,ألبان,قياسي,33,2.8,1.8,1.6,0.5,0.4,40,120,0.6,فطور، سناك
INT286,حليب جوز هند (مخفف),مشروبات,ألبان,قياسي,20,0.2,0.8,2.0,0.0,0.0,15,100,0.0,فطور، سناك
INT287,حليب شوفان,مشروبات,ألبان,قياسي,45,1.0,7.0,1.5,0.8,3.5,45,120,0.2,فطور، سناك
INT288,زبدة فول سوداني (طبيعية),دهون,دهون,قياسي,588,25.0,20.0,50.0,6.0,9.0,15,45,1.9,فطور، سناك
INT289,زبدة اللوز (طبيعية),دهون,دهون,قياسي,614,21.0,18.0,55.0,10.0,4.5,5,260,3.5,فطور، سناك
INT290,كعك الأرز (Rice Cakes),سناكس,نشويات,قياسي,380,8.0,80.0,3.0,4.0,1.0,250,10,1.5,سناك
INT291,إيدامامي (فول صويا أخضر),بقوليات,بروتين,قياسي,122,11.0,10.0,5.0,5.0,2.2,6,63,2.3,سناك
INT292,تيرميس مسلوق (بدون ملح),بقوليات,بروتين,قياسي,119,15.5,10.0,2.9,2.8,0.5,4,50,1.2,سناك
INT293,أرز أسود مطهو,حبوب,نشويات,قياسي,145,4.5,32.0,1.0,3.5,0.5,5,10,1.5,غداء
INT294,خبز الساوردو (خميرة طبيعية),مخبوزات,نشويات,قياسي,240,8.5,48.0,1.2,2.5,1.5,520,30,2.1,فطور، عشاء
INT295,سلمون فيليه مشوي,أسماك,بروتين,قياسي,208,20.5,0.0,13.5,0.0,0.0,60,15,0.5,غداء، عشاء
INT296,تونة بالماء (مصفاة),أسماك,بروتين,قياسي,116,26.0,0.0,0.8,0.0,0.0,320,12,1.2,غداء، عشاء، سناك
INT297,بياض بيض مطهو,بيض,بروتين,قياسي,52,11.0,0.7,0.2,0.0,0.7,165,7,0.1,فطور، عشاء
INT298,جمبري مسلوق,أسماك,بروتين,قياسي,99,24.0,0.2,0.3,0.0,0.0,700,70,0.5,غداء، عشاء
INT299,لحم ديك رومي (تركي),دواجن,بروتين,قياسي,135,30.0,0.0,1.0,0.0,0.0,65,15,1.1,غداء، عشاء
INT300,كوسا نودلز (Zoodles),خضروات,خضار,قياسي,17,1.2,3.1,0.3,1.0,2.0,8,16,0.4,عشاء
INT301,قرنبيط مهروس (بديل بطاطا),خضروات,خضار,قياسي,45,2.0,5.5,2.2,2.5,2.1,180,30,0.5,عشاء، غداء
INT302,سبانخ طازجة,خضروات,خضار,قياسي,23,2.9,3.6,0.4,2.2,0.4,79,99,2.7,سناك، فطور، غداء، عشاء
INT303,كيل (Kale),خضروات,خضار,قياسي,49,4.3,8.8,0.9,3.6,2.3,38,150,1.5,غداء، سناك
INT304,هليون مشوي,خضروات,خضار,قياسي,35,3.0,5.0,1.5,2.5,2.0,150,25,2.1,غداء، عشاء
INT305,خرشوف مسلوق,خضروات,خضار,قياسي,47,3.3,10.5,0.2,5.4,1.0,94,44,1.3,غداء
INT306,فجل طازج,خضروات,خضار,قياسي,16,0.7,3.4,0.1,1.6,1.9,39,25,0.3,سناك، غداء
INT307,براعم البروكلي,خضروات,خضار,قياسي,35,3.0,5.0,0.5,3.0,1.5,15,40,0.8,سناك، غداء
INT308,توت أسود (Blackberries),فواكه,فواكه,قياسي,43,1.4,9.6,0.5,5.3,4.9,1,29,0.6,سناك
INT309,توت بري (Cranberries),فواكه,فواكه,قياسي,46,0.4,12.2,0.1,4.6,4.0,2,8,0.3,سناك
INT310,أفوكادو مشوي,فواكه,دهون,قياسي,167,2.1,8.5,15.5,6.7,0.7,10,12,0.6,فطور، عشاء
INT311,جوز بيكان (Pecan),مكسرات,دهون,قياسي,691,9.2,13.9,72.0,9.6,4.0,0,70,2.5,سناك
INT312,بذور دوار الشمس (مقشر),مكسرات,دهون,قياسي,584,20.8,20.0,51.5,8.6,2.6,9,78,5.3,سناك
INT313,بذور السمسم,مكسرات,دهون,قياسي,573,17.7,23.4,49.7,11.8,0.3,11,975,14.6,سناك، فطور
INT314,بذور القنب (Hemp Seeds),مكسرات,بروتين,قياسي,553,31.6,8.7,48.8,4.0,1.5,5,70,8.0,فطور، سناك
INT315,شراب القيقب (الأصلي),سكريات,حلويات,قياسي,260,0.0,67.0,0.0,0.0,60.0,12,102,0.1,فطور، حلوى
INT316,ستيفيا (محلي طبيعي),سكريات,حلويات,قياسي,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,فطور، غداء، عشاء، حلوى
INT317,خل التفاح الطبيعي,مكونات,خضار,قياسي,3,0.0,0.1,0.0,0.0,0.0,1,1,0.0,سناك، غداء
INT319,مسحوق الكاكاو (خام),مكونات,دهون,قياسي,228,19.6,57.9,13.7,33.2,1.8,21,128,13.9,سناك، حلوى
INT320,جرانولا (منزلية منخفضة السكر),سناكس,نشويات,وصفة تقديرية,420,10.0,55.0,18.0,8.5,10.0,15,60,3.5,فطور، سناك
INT321,شوفان مقطع (Steel Cut),حبوب,نشويات,قياسي,375,12.5,67.0,6.2,10.0,1.0,0,50,4.5,فطور
INT322,برغل خشن مطهو,حبوب,نشويات,قياسي,83,3.0,18.5,0.2,4.5,0.1,5,10,1.0,غداء، عشاء
INT323,مكرونة القمح الكامل مسلوقة,مكرونة,نشويات,قياسي,124,5.3,26.5,0.5,3.9,0.5,4,12,1.1,غداء، عشاء
INT324,مكرونة الحمص مسلوقة,مكرونة,بروتين,قياسي,160,11.5,24.0,2.5,5.0,0.8,12,25,2.8,غداء، عشاء
INT325,مكرونة العدس مسلوقة,مكرونة,بروتين,قياسي,155,12.0,22.0,1.2,4.5,0.6,10,22,3.2,غداء، عشاء
INT326,رقائق الشوفان (خام),حبوب,نشويات,قياسي,389,16.9,66.3,6.9,10.6,0.0,2,54,4.7,فطور
INT327,بندق نيء,مكسرات,دهون,قياسي,628,15.0,16.7,60.8,9.7,4.3,0,114,4.7,سناك
INT328,صنوبر,مكسرات,دهون,قياسي,673,13.7,13.1,68.4,3.7,3.6,2,16,5.5,سناك
INT329,يقطين (قرع عسل) مسلوق,خضروات,خضار,قياسي,20,0.7,4.9,0.1,0.5,2.1,1,15,0.6,غداء، عشاء
INT330,فلفل ألوان مشوي,خضروات,خضار,قياسي,45,1.2,9.5,1.5,2.1,5.0,2,12,0.5,غداء، عشاء
INT332,سلطة كينوا بالخضار,سلطات,نشويات,وصفة تقديرية,110,4.0,18.0,3.5,3.2,2.5,120,25,1.8,غداء، عشاء
INT333,سلطة جرجير بالرمان,سلطات,خضار,وصفة تقديرية,55,1.5,8.0,2.5,2.0,5.5,80,45,1.2,غداء، عشاء
INT334,تبولة (برغل قليل وزيت قليل),سلطات,خضار,وصفة تقديرية,65,2.1,8.5,3.0,2.8,1.8,110,35,2.5,غداء، عشاء
INT335,فتوش (خبز محمص بالفرن),سلطات,خضار,وصفة تقديرية,75,2.0,12.0,2.5,2.2,3.1,150,30,1.1,غداء، عشاء
INT336,بابا غنوج (بدون زيت زائد),مقبلات,خضار,وصفة تقديرية,60,1.5,6.5,3.5,3.0,3.2,180,25,0.8,فطور، غداء، عشاء
INT337,محمرة (بالجوز والفلفل),مقبلات,دهون,وصفة تقديرية,180,4.5,12.0,14.5,3.5,4.5,210,45,2.1,سناك، غداء
INT338,شوربة طماطم مشوية,شوربات,خضار,وصفة تقديرية,45,1.2,8.5,1.2,1.8,4.5,320,20,0.6,عشاء
INT339,شوربة بروكلي كريمية (لايت),شوربات,خضار,وصفة تقديرية,55,3.5,6.5,2.5,2.1,2.0,280,45,0.8,عشاء
INT340,شوربة فطر (بدون كريمة دسمة),شوربات,خضار,وصفة تقديرية,40,2.5,5.5,1.5,1.2,1.5,310,15,0.6,عشاء
INT341,سمك مشوي فيليه (هامور),أسماك,بروتين,قياسي,105,21.5,0.0,1.5,0.0,0.0,75,30,0.6,غداء
INT342,سمك مشوي (دنيس),أسماك,بروتين,قياسي,115,22.0,0.0,2.5,0.0,0.0,65,40,0.5,غداء
INT343,كالاماري (حبار) مشوي,أسماك,بروتين,قياسي,92,15.5,3.1,1.4,0.0,0.0,44,32,0.7,غداء، عشاء
INT344,كفتة دجاج مشوية,دواجن,بروتين,وصفة تقديرية,165,22.0,3.5,6.5,0.5,1.1,380,25,1.5,غداء، عشاء
INT345,شيش طاووق مشوي,دواجن,بروتين,وصفة تقديرية,150,24.0,2.1,4.5,0.2,0.8,410,22,1.2,غداء، عشاء
INT346,صدور رومي مدخنة,دواجن,بروتين,قياسي,104,17.0,1.5,2.5,0.0,1.2,850,15,0.8,فطور، سناك
INT347,فاصوليا سوداء مطهوة,بقوليات,بروتين,قياسي,132,8.9,23.7,0.5,8.7,0.3,1,27,2.1,غداء، عشاء
INT348,لوبيا حمراء مطهوة,بقوليات,بروتين,قياسي,127,8.7,22.8,0.5,7.4,0.3,2,28,2.2,غداء
INT349,فول سوداني مملح (محمص جاف),مكسرات,دهون,قياسي,585,24.0,21.0,49.5,8.0,4.0,410,60,2.2,سناك
INT350,خوخ مجفف (قراصيا),فواكه,فواكه,قياسي,240,2.2,64.0,0.4,7.1,38.0,2,43,0.9,سناك
INT351,توت العليق المجمد,فواكه,فواكه,قياسي,52,1.2,11.9,0.7,6.5,4.4,1,25,0.7,سناك
INT352,مانجو مجمدة,فواكه,فواكه,قياسي,60,0.8,15.0,0.4,1.6,13.7,1,11,0.2,سناك
INT353,أناناس مجمد,فواكه,فواكه,قياسي,50,0.5,13.1,0.1,1.4,9.9,1,13,0.3,سناك
INT356,ماء جوز الهند,مشروبات,فواكه,قياسي,19,0.7,3.7,0.2,1.1,2.6,105,24,0.3,سناك
INT357,شاي ماتشا (بدون سكر),مشروبات,خضار,قياسي,3,0.3,0.5,0.0,0.0,0.0,1,5,0.1,فطور، سناك
INT358,شاي زنجبيل (بدون سكر),مشروبات,خضار,قياسي,2,0.1,0.4,0.0,0.0,0.0,2,2,0.1,فطور، سناك
INT359,قرفة (مشروب ساخن),مشروبات,خضار,قياسي,2,0.1,0.5,0.0,0.0,0.0,1,5,0.1,سناك
INT360,قهوة خضراء,مشروبات,خضار,قياسي,2,0.1,0.4,0.0,0.0,0.0,1,2,0.1,سناك
INT361,شراب الليمون والكمون,مشروبات,خضار,وصفة تقديرية,5,0.2,1.2,0.1,0.5,0.2,10,15,0.5,فطور، سناك
INT362,مهلبية الشوفان (دايت),حلويات,نشويات,وصفة تقديرية,95,4.5,15.0,2.5,2.5,4.5,45,120,0.8,حلوى، فطور
INT363,كيكة الشوفان والموز,حلويات,نشويات,وصفة تقديرية,185,5.5,32.0,6.5,4.5,12.0,120,40,1.2,حلوى، سناك
INT364,بسكويت القمح الكامل,حلويات,نشويات,قياسي,440,7.5,65.0,16.5,6.5,18.0,410,50,2.5,سناك
INT365,شراب التمر الهندي (سكر قليل),مشروبات,فواكه,وصفة تقديرية,65,0.5,16.0,0.1,1.5,14.5,10,25,0.5,سناك
LBY071,رشدة جارية (بالخضار),أطباق تقليدية,نشويات,وصفة تقديرية,145,5.2,26.0,3.5,4.2,2.5,310,22,1.8,غداء، عشاء
LBY072,محمصة ليبية (بالبصلة),أطباق تقليدية,نشويات,وصفة تقديرية,155,5.8,28.5,3.2,3.8,2.8,295,25,1.9,غداء، عشاء
LBY073,عجين ليبى (بالمرق),أطباق تقليدية,نشويات,وصفة تقديرية,160,4.8,32.0,2.1,3.5,1.1,220,18,1.4,غداء
LBY074,طبيخة فاصوليا بيضاء,يخنات,بروتين,وصفة تقديرية,135,9.2,16.5,4.5,6.2,1.2,340,55,3.1,غداء
LBY075,طبيخة بازلاء (بسلة),يخنات,خضار,وصفة تقديرية,110,6.5,14.2,3.8,4.8,3.5,310,32,1.8,غداء
LBY076,طبيخة بطاطا ليبية,يخنات,نشويات,وصفة تقديرية,105,4.2,18.5,2.5,2.1,1.8,280,15,1.2,غداء
LBY077,طبيخة كرسفي (لفت),يخنات,خضار,وصفة تقديرية,75,3.8,10.2,2.8,3.2,2.4,260,45,1.1,غداء
LBY078,مكرونة مبخرة (بدون دهن زائد),مكرونة,نشويات,وصفة تقديرية,165,7.2,25.8,4.5,2.1,1.8,240,20,1.5,غداء
LBY079,أرز بالخلطة (بدون مكسرات مقلية),أطباق أرز,نشويات,وصفة تقديرية,185,6.5,32.4,4.2,1.8,2.5,210,18,1.3,غداء
LBY080,شوربة خضار ليبية بالدجاج,شوربات,خضار,وصفة تقديرية,55,4.8,6.5,1.5,1.8,1.2,250,22,0.9,عشاء، غداء
LBY081,حلبة ليبية (متبل),مقبلات,خضار,وصفة تقديرية,95,4.5,10.2,4.8,3.8,1.1,180,65,2.8,غداء، عشاء
LBY082,سلطة أمك حورية (جزر),سلطات,خضار,وصفة تقديرية,65,1.2,8.5,3.2,2.8,4.2,120,33,0.8,غداء، عشاء، سناك
LBY083,سلطة باذنجان مشوي بالثوم,سلطات,خضار,وصفة تقديرية,45,1.1,6.2,2.1,3.2,2.5,140,18,0.7,غداء، عشاء
LBY084,فول أخضر بالزيت والكمون,بقوليات,بروتين,وصفة تقديرية,115,8.2,14.5,4.2,7.2,1.8,150,38,1.6,فطور، سناك
LBY085,كفتة حوت مشوية,أسماك,بروتين,وصفة تقديرية,145,22.0,2.5,5.5,0.2,0.5,310,45,1.2,غداء، عشاء
INT366,سمك مرجان مشوي,أسماك,بروتين,قياسي,110,21.5,0.0,2.8,0.0,0.0,75,35,0.8,غداء
INT367,سمك دوت (هامور) مشوي,أسماك,بروتين,قياسي,118,24.8,0.0,1.3,0.0,0.0,65,40,0.6,غداء
INT368,سمك ورات (دنيس) مشوي,أسماك,بروتين,قياسي,125,23.5,0.0,3.5,0.0,0.0,68,32,0.5,غداء
INT369,سمك قاروص مشوي,أسماك,بروتين,قياسي,120,24.0,0.0,2.1,0.0,0.0,70,30,0.4,غداء
INT370,سردين طازج مشوي,أسماك,بروتين,قياسي,155,20.5,0.0,8.1,0.0,0.0,110,320,2.5,غداء، فطور
INT371,سمك ماكريل مشوي,أسماك,بروتين,قياسي,205,19.0,0.0,13.9,0.0,0.0,90,15,1.6,غداء
INT373,أخطبوط مسلوق,أسماك,بروتين,قياسي,82,15.0,2.2,1.0,0.0,0.0,230,22,5.3,غداء، عشاء
INT374,جمبري سوتيه (قليل الزيت),أسماك,بروتين,قياسي,105,22.0,1.2,1.8,0.0,0.0,350,65,1.5,غداء، عشاء
INT375,بلح البحر (كوزا) مطهو,أسماك,بروتين,قياسي,172,24.0,7.4,4.5,0.0,0.0,370,33,6.7,غداء، عشاء
INT376,دقيق حمص,مكونات,نشويات,قياسي,387,22.4,57.8,6.7,10.8,10.8,64,45,4.9,فطور، غداء
INT377,دقيق ذرة,مكونات,نشويات,قياسي,361,6.9,76.8,3.9,7.3,0.6,5,7,2.4,غداء، عشاء
INT378,أرز أحمر مطهو,حبوب,نشويات,قياسي,140,3.5,30.0,1.0,3.0,0.5,5,12,1.4,غداء
INT379,أرز بري مطهو,حبوب,نشويات,قياسي,101,4.0,21.0,0.3,1.8,0.7,3,3,0.6,غداء
INT380,فريك مطهو بالمرق,حبوب,نشويات,قياسي,115,5.5,21.0,1.2,6.5,0.2,150,18,1.6,غداء
INT381,سلطة فواكه البحر,سلطات,بروتين,قياسي,95,14.5,3.2,2.8,0.5,1.5,280,35,1.2,غداء، عشاء
INT382,سلطة بطاطس مسلوقة بالبقدونس,سلطات,نشويات,قياسي,85,1.8,16.5,1.5,2.1,1.2,210,15,0.6,غداء، عشاء
INT383,سلطة شمندر بالليمون,سلطات,خضار,قياسي,55,1.5,11.0,0.5,2.8,7.5,75,16,0.8,غداء، عشاء، سناك
INT384,سلطة كول سلو (بدون مايونيز دسم),سلطات,خضار,وصفة تقديرية,65,1.4,9.5,2.5,2.4,5.5,120,40,0.5,غداء، عشاء
INT385,سلطة عدس أسود,سلطات,بروتين,وصفة تقديرية,120,8.5,18.0,1.8,7.5,1.2,180,35,3.1,غداء، عشاء
INT386,خضار سوتيه مشكل,خضروات,خضار,قياسي,55,2.1,8.5,2.2,3.1,3.2,140,38,0.8,غداء، عشاء
INT387,خرشوف (أرضي شوكي) مشوي,خضروات,خضار,قياسي,60,3.5,12.5,1.5,6.5,1.2,90,45,1.5,غداء، عشاء
INT388,كرنب (ملفوف) مطهو,خضروات,خضار,قياسي,23,1.3,5.5,0.1,2.0,2.8,18,48,0.2,غداء، عشاء
